sequenceID	record_ID	organism	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	virus_species	virus_order	virus_family	virus_genus	virus_type
211125.Balaenoptera_bonaerensis.N	211125	Balaenoptera_bonaerensis	low_coverage	ASM97880v1	GCA_000978805.1_ASM97880v1_genomic.fna	ORF	DF624621.1	920	1651	732	JCPV	N	-	159	40.562	6.96	47	103	347	1	732	249	4	139	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211102.Anoura_caudifer.N	211102	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	ORF	PVKU01007850.1	51385	51990	606	JCPV	N	-	158	41.584	3.83	47	45	245	1	606	202	1	117	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211939.Vombatus_ursinus.N	211939	Vombatus_ursinus	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	ORF	UNPS01008961.1	10439459	10440019	561	JCPV	N	+	157	45.833	6.78	47	118	307	1	561	192	3	97	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211582.Mormoops_blainvillei.N	211582	Mormoops_blainvillei	low_coverage	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	ORF	PVJD01008742.1	37881	38834	954	JCPV	N	+	156	34.132	7.44	45	34	349	1	954	334	7	186	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211105.Anoura_caudifer.N	211105	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	ORF	PVKU01008063.1	49620	50619	1000	JCPV	N	-	155	42.793	6.78	53	131	352	335	1000	222	0	127	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211581.Mormoops_blainvillei.N	211581	Mormoops_blainvillei	low_coverage	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	ORF	PVJD01002941.1	114633	115530	898	JCPV	N	-	152	49	1.15	50	139	338	299	898	200	0	102	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211714.Phyllostomus_discolor.N	211714	Phyllostomus_discolor	low_coverage	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	ORF	RXPB01002672.1	621709	622164	456	JCPV	N	+	150	48.684	8.87	45	197	347	1	456	152	1	77	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211199.Cebus_capucinus.N	211199	Cebus_capucinus	low_coverage	Cebus_imitator-1.0	GCA_001604975.1_Cebus_imitator-1.0_genomic.fa	ORF	KV389426.1	9886287	9887227	941	JCPV	N	+	149	35.836	4.36	42	42	331	1	852	293	5	176	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211267.Desmodus_rotundus.N	211267	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	ORF	KZ672230.1	17485785	17486660	876	JCPV	N	+	148	38.047	6.68	42	42	324	1	876	297	7	165	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211189.Cebus_albifrons.N	211189	Cebus_albifrons	low_coverage	CebAlb_v1_BIUU	GCA_004027755.1_CebAlb_v1_BIUU_genomic.fna	ORF	PVKJ010000666.1	56142	57082	941	JCPV	N	+	148	35.836	9.29	42	42	331	1	852	293	5	176	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211781.Pteronotus_parnellii.N	211781	Pteronotus_parnellii	low_coverage	ncbi_AWGZ00000000.1_2015-05	AWGZ01.4.fsa_nt.fa	ORF	gi|539704376|gb|AWGZ01361517.1|	4669	5652	984	JCPV	N	-	148	50	1.94	41	188	339	535	984	152	1	74	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211512.Macrotus_californicus.N	211512	Macrotus_californicus	low_coverage	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	ORF	VMDR010010586.1	21871	22788	918	JCPV	N	-	147	52.027	3.81	53	197	344	466	909	148	0	71	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211271.Desmodus_rotundus.N	211271	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	ORF	KZ672054.1	9876630	9877330	701	JCPV	N	+	145	47.17	1.58	41	127	282	1	477	159	1	81	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211383.Galeopterus_variegatus.N	211383	Galeopterus_variegatus	low_coverage	G-variegatus_3.0.2_apr_2015	unplaced.scaf.fa	ORF	KL150113.1	29397	29840	444	JCPV	N	+	142	46.98	5.77	42	163	309	1	444	149	2	76	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211840.Saguinus_imperator.N	211840	Saguinus_imperator	low_coverage	SagImp_v1_BIUU	GCA_004024885.1_SagImp_v1_BIUU_genomic.fna	ORF	PVHO010000383.1	288197	289165	969	JCPV	N	-	137	33.432	2.76	37	39	359	1	969	338	7	193	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211510.Macrotus_californicus.N	211510	Macrotus_californicus	low_coverage	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	ORF	VMDR010008425.1	20857	21626	770	JCPV	N	-	137	47.973	1.68	38	215	362	327	770	148	0	77	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211188.Cebus_albifrons.N	211188	Cebus_albifrons	low_coverage	CebAlb_v1_BIUU	GCA_004027755.1_CebAlb_v1_BIUU_genomic.fna	ORF	PVKJ010000806.1	48833	49339	507	JCPV	N	-	136	42.353	3.36	39	154	323	1	507	170	1	97	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211200.Cebus_capucinus.N	211200	Cebus_capucinus	low_coverage	Cebus_imitator-1.0	GCA_001604975.1_Cebus_imitator-1.0_genomic.fa	ORF	KV389460.1	7932833	7933339	507	JCPV	N	+	136	42.353	3.36	39	154	323	1	507	170	1	97	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211728.Pithecia_pithecia.N	211728	Pithecia_pithecia	low_coverage	PitPit_v1	GCA_004026645.1_PitPit_v1_BIUU_genomic.fna	ORF	PVIP01012232.1	69079	69555	477	JCPV	N	+	135	45.283	5.9	39	212	370	1	477	159	0	87	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211263.Delphinapterus_leucas.N	211263	Delphinapterus_leucas	low_coverage	ASM228892v2	GCF_002288925.1_ASM228892v2_genomic.fna	ORF	NW_019160861.1	28135014	28135769	756	JCPV	N	+	134	35.472	5.81	37	60	314	1	756	265	10	148	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211779.Pteronotus_parnellii.N	211779	Pteronotus_parnellii	low_coverage	ncbi_AWGZ00000000.1_2015-05	AWGZ01.3.fsa_nt.fa	ORF	gi|539764376|gb|AWGZ01301661.1|	190	774	585	JCPV	N	-	133	38.974	1.01	37	175	369	1	585	195	0	119	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211253.Ctenomys_sociabilis.N	211253	Ctenomys_sociabilis	low_coverage	CteSoc_v1	GCA_004027205.1_CteGun_v1_BIUU_genomic.fna	ORF	PVKB01005715.1	60572	61378	807	JCPV	N	+	133	45.752	2.71	37	97	246	198	644	153	2	76	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211244.Craseonycteris_thonglongyai.N	211244	Craseonycteris_thonglongyai	low_coverage	CraTho_v1_BIUU	GCA_004027555.1_CraTho_v1_BIUU_genomic.fna	ORF	PVKE010000564.1	53561	54235	675	JCPV	N	-	132	34.583	1.14	36	95	331	1	591	240	6	111	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211572.Monodon_monoceros.N	211572	Monodon_monoceros	low_coverage	MonMon_v1	GCA_004027045.1_MonMon_v1_BIUU_genomic.fna	ORF	PVJF01006355.1	84253	85008	756	JCPV	N	+	132	35.472	2.34	36	60	314	1	756	265	10	148	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211575.Monodon_monoceros.N	211575	Monodon_monoceros	low_coverage	NGI_Narwhal_1	GCA_005190385.2_NGI_Narwhal_1_genomic.fna	ORF	SIHG01006967.1	54476375	54477130	756	JCPV	N	-	132	35.472	2.34	36	60	314	1	756	265	10	148	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211625.Noctilio_leporinus.N	211625	Noctilio_leporinus	low_coverage	NocLep_v1_BIUU	GCA_004026585.1_NocLep_v1_BIUU_genomic.fna	ORF	PVIW01009223.1	51049	51393	345	JCPV	N	-	132	53.913	1.92	38	229	343	1	345	115	0	53	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211416.Hipposideros_armiger.N	211416	Hipposideros_armiger	low_coverage	ASM189008v1	GCF_001890085.1_ASM189008v1_genomic.fa	ORF	NW_017731969.1	974217	974867	651	JCPV	N	+	131	37.615	1.91	36	137	354	1	651	218	1	135	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211614.Nasalis_larvatus.N	211614	Nasalis_larvatus	low_coverage	goldepath_nasLar1_2015-12	nasLar1.fa	ORF	chr2	88097205	88098090	886	JCPV	N	+	131	45.714	5.26	58	180	352	362	886	175	1	93	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211752.Pongo_abelii.N	211752	Pongo_abelii	complete	goldenpath_ponAbe2	chr14.fa	ORF	chr14	34711448	34711852	405	JCPV	N	-	131	48.148	9.53	38	207	341	1	405	135	0	70	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211865.Semnopithecus_entellus.N	211865	Semnopithecus_entellus	low_coverage	SemEnt_v1	GCA_004025065.1_SemEnt_v1_BIUU_genomic.fna	ORF	PVII010002239.1	94075	94960	886	JCPV	N	-	131	46.286	1.86	59	180	352	362	886	175	1	92	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211545.Megaderma_lyra.N	211545	Megaderma_lyra	low_coverage	ncbi_AWHB00000000.1_2015-05	AWHB01.3.fsa_nt.fa	ORF	gi|538618681|gb|AWHB01376986.1|	9672	10367	696	JCPV	N	-	130	31.852	8.23	36	95	363	1	696	270	5	145	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211620.Neophocaena_asiaeorientalis.N	211620	Neophocaena_asiaeorientalis	low_coverage	V1	GCF_003031525.1_Neophocaena_asiaeorientalis_V1_genomic.fna	ORF	NW_020185331.1	3363465	3364220	756	JCPV	N	-	130	36.122	1.21	35	60	314	1	756	263	10	149	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211705.Phocoena_phocoena.N	211705	Phocoena_phocoena	low_coverage	GCA_003071005	GCA_003071005.1_ASM307100v1_genomic.fna	ORF	PKGA01133005.1	39991399	39992154	756	JCPV	N	-	129	36.122	3.85	35	60	314	1	756	263	10	149	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211720.Phyllostomus_discolor.N	211720	Phyllostomus_discolor	low_coverage	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	ORF	RXPB01008435.1	23796	24633	838	JCPV	N	-	129	46.154	2.01	47	213	368	392	838	156	1	77	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211252.Ctenomys_sociabilis.N	211252	Ctenomys_sociabilis	low_coverage	CteSoc_v1	GCA_004027205.1_CteGun_v1_BIUU_genomic.fna	ORF	PVKB01000259.1	14605	15373	769	JCPV	N	-	127	34.426	1.75	34	57	280	119	769	244	9	113	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211373.Eulemur_macaco.N	211373	Eulemur_macaco	low_coverage	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	ORF	LGHX01000250.1	717573	718496	924	JCPV	N	+	126	29.794	1.32	33	32	359	1	924	339	8	196	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211602.Myrmecophaga_tridactyla.N	211602	Myrmecophaga_tridactyla	low_coverage	MyrTri_v1_BIUU	GCA_004026745.1_MyrTri_v1_BIUU_genomic.fna	ORF	PVIY010004522.1	23063	23401	339	JCPV	N	-	126	53.982	4.23	36	212	324	1	339	113	0	52	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211783.Pteropus_alecto.N	211783	Pteropus_alecto	low_coverage	broad_1.0_april_2012	unplaced.scaf.fa_9.fa	ORF	gi|431909106|gb|KB030659.1|	2069660	2070169	510	JCPV	N	-	126	38.636	3.31	35	72	246	1	510	176	4	101	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211423.Homo_sapiens.N	211423	Homo_sapiens	complete	goldenpath_hg19_2009	chr14.fa	ORF	chr14	35441110	35441505	396	JCPV	N	-	125	48.485	1.09	35	207	338	1	396	132	0	68	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211431.Homo_sapiens.N	211431	Homo_sapiens	complete	goldenpath_hg38_chromosome	chr14.fa	ORF	chr14	34971904	34972299	396	JCPV	N	-	125	48.485	1.09	35	207	338	1	396	132	0	68	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211661.Otolemur_garnettii.N	211661	Otolemur_garnettii	complete	goldenpath_otoGar3	otoGar3.fa	ORF	GL873634	3553305	3554036	732	JCPV	N	-	123	33.984	5.21	33	109	356	1	732	256	6	149	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211368.Eulemur_flavifrons.N	211368	Eulemur_flavifrons	low_coverage	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	ORF	LGHW01000251.1	722556	723479	924	JCPV	N	+	123	29.499	2.82	32	32	359	1	924	339	8	197	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211651.Orycteropus_afer.N	211651	Orycteropus_afer	low_coverage	broad_v0_2012	O_afer_v0.assembly.fa	ORF	scaffold00070	8958138	8958938	801	JCPV	N	-	123	32.374	7.08	33	60	334	1	801	278	7	174	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211550.Mesoplodon_bidens.N	211550	Mesoplodon_bidens	low_coverage	MesBid_v1	GCA_004027085.1_MesBid_v1_BIUU_genomic.fna	ORF	PVJJ010005525.1	21123	22019	897	JCPV	N	-	122	30.255	4.35	32	60	360	1	897	314	10	191	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211419.Hipposideros_galeritus.N	211419	Hipposideros_galeritus	low_coverage	HipGal_v1	GCA_004027415.1_HipGal_v1_BIUU_genomic.fna	ORF	PVLB01003434.1	7936	8499	564	JCPV	N	-	122	40.212	1.02	33	137	325	1	564	189	1	112	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211868.Solenodon_paradoxus_woodi.N	211868	Solenodon_paradoxus_woodi	low_coverage	ASM290108v1	GCA_002901085.1_ASM290108v1_genomic.fna	ORF	NKTL01001765.1	10932	11645	714	JCPV	N	-	122	33.745	8.09	33	58	296	1	714	243	2	152	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211903.Tonatia_saurophila.N	211903	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	ORF	PVIA01003396.1	6881	7934	1054	JCPV	N	-	122	33.451	5.76	41	16	281	1	813	284	6	158	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211461.Loxodonta_africana.N	211461	Loxodonta_africana	complete	goldenpath_loxAfr3	loxAfr3.fa	ORF	scaffold_12	30190382	30190945	564	JCPV	N	-	121	38.947	2.79	33	166	349	1	564	190	3	108	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211391.Gorilla_gorilla.N	211391	Gorilla_gorilla	complete	goldenpath_gorGor3	gorGor3.fa	ORF	chr14	16223450	16223842	393	JCPV	N	-	120	48.529	7.71	34	207	338	1	393	136	2	61	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211654.Orycteropus_afer.N	211654	Orycteropus_afer	low_coverage	broad_v0_2012	O_afer_v0.assembly.fa	ORF	scaffold00001	31301276	31301785	510	JCPV	N	-	119	40.659	9.98	33	150	330	1	510	182	5	95	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211673.Pan_troglodytes.N	211673	Pan_troglodytes	complete	goldenpath_panTro4	panTro4.fa	ORF	chr14	33875973	33876323	351	JCPV	N	-	118	49.573	3.5	33	207	323	1	351	117	0	59	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211321.Equus_caballus_mongolian.N	211321	Equus_caballus_mongolian	low_coverage	GCA_000696655_NCBI	GCA_000696655.1_Ajinai1.0_genomic.fa	ORF	ATDM01110672.1	794	1549	756	JCPV	N	-	117	31.915	7.9	31	89	365	1	756	282	5	157	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211334.Equus_ferus_przewalskii.N	211334	Equus_ferus_przewalskii	low_coverage	ncbi_9798_15Dec2014	9798_ref_Burgud_chrUn.fa	ORF	gi|662801668|ref|NW_007677533.1|	120509	121168	660	JCPV	N	+	117	33.2	3.59	31	121	365	1	660	250	5	132	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211777.Pteronotus_parnellii.N	211777	Pteronotus_parnellii	low_coverage	ncbi_AWGZ00000000.1_2015-05	AWGZ01.1.fsa_nt.fa	ORF	gi|539939976|gb|AWGZ01126121.1|	8419	9253	835	JCPV	N	+	117	44.853	6.82	45	230	363	428	835	136	1	73	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211735.Platanista_minor.N	211735	Platanista_minor	low_coverage	PlaMin_v1_BIUU	GCA_004363435.1_PlaMin_v1_BIUU_genomic.fna	ORF	RJWK010010570.1	34641	35390	750	JCPV	N	+	116	33.962	1.36	30	60	314	1	750	265	10	150	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211547.Megaptera_novaeangliae.N	211547	Megaptera_novaeangliae	low_coverage	megNov1	GCA_004329385.1_megNov1_genomic.fna	ORF	RYZJ01002323.1	15507508	15508404	897	JCPV	N	-	115	30.547	1.66	29	60	360	1	897	311	9	194	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211883.Tamandua_tetradactyla.N	211883	Tamandua_tetradactyla	low_coverage	TamTet_v1	GCA_004025105.1_TamTet_v1_BIUU_genomic.fna	ORF	PVIF010092455.1	6003	6344	342	JCPV	N	+	115	50	7.58	32	212	325	1	342	114	0	57	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211124.Balaenoptera_bonaerensis.N	211124	Balaenoptera_bonaerensis	low_coverage	ASM97880v1	GCA_000978805.1_ASM97880v1_genomic.fna	ORF	DF446167.1	7408	8304	897	JCPV	N	+	114	30.868	5.78	29	60	360	1	897	311	9	193	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211364.Eschrichtius_robustus.N	211364	Eschrichtius_robustus	low_coverage	ASM218922v1	GCA_002189225.1_ASM218922v1_genomic.fna	ORF	NIPP01001893.1	161722	162618	897	JCPV	N	+	114	30.547	4.34	29	60	360	1	897	311	9	194	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211095.Alouatta_palliata.N	211095	Alouatta_palliata	low_coverage	AloPal_v1_BIUU	GCA_004027835.1_AloPal_v1_BIUU_genomic.fna	ORF	PVKV010009872.1	29598	30728	1131	JCPV	N	-	114	61.538	2.17	28	224	314	880	1131	91	1	28	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211734.Pithecia_pithecia.N	211734	Pithecia_pithecia	low_coverage	PitPit_v1	GCA_004026645.1_PitPit_v1_BIUU_genomic.fna	ORF	PVIP01000151.1	143221	144542	1322	JCPV	N	+	114	35.122	6.38	28	30	231	1	612	205	3	129	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211743.Plecturocebus_donacophilus.N	211743	Plecturocebus_donacophilus	low_coverage	CalDon_v1_BIUU	GCA_004027715.1_CalDon_v1_BIUU_genomic.fna	ORF	PVKP010012714.1	54998	55708	711	JCPV	N	-	113	32.046	1.71	29	131	370	19	711	259	7	129	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211330.Equus_caballus.N	211330	Equus_caballus	complete	goldenpath_equCab2_Dec13	chr10.fa	ORF	chr10	16925712	16926371	660	JCPV	N	-	112	31.837	4.04	29	121	365	1	660	245	3	142	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211178.Carollia_perspicillata.N	211178	Carollia_perspicillata	low_coverage	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	ORF	PVKM010007297.1	25290	26245	956	JCPV	N	-	111	43.651	2.72	54	139	264	314	691	126	0	71	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211389.Globicephala_melas.N	211389	Globicephala_melas	low_coverage	ASM654740v1	GCA_006547405.1_ASM654740v1_genomic.fna	ORF	ML658799.1	13501107	13501859	753	JCPV	N	-	111	32.567	1.32	28	60	314	1	753	261	8	160	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211898.Thylacine_cynocephalus.N	211898	Thylacine_cynocephalus	low_coverage	Refassem_1	GCA_007646695.1_UniMelb_Thylacine_Refassem_1_genomic.fna	ORF	VAHE01000184.1	3320343	3321162	820	JCPV	N	+	111	34.483	6.8	42	34	205	1	507	174	2	107	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211701.Phascolarctos_cinereus.N	211701	Phascolarctos_cinereus	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	ORF	phaCin_unsw_v4.1.fa.scaf00008	11153678	11154410	733	JCPV	N	+	110	42.336	2.77	43	230	366	332	733	137	1	76	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211456.Lipotes_vexillifer.N	211456	Lipotes_vexillifer	low_coverage	ncbi_100_2014-04-27	118797_ref_Lipotes_vexillifer_v1_chrUn.fa	ORF	gi|599223731|ref|NW_006789896.1|	2640682	2641092	411	JCPV	N	+	110	38.889	9.22	30	149	292	1	411	144	2	81	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211256.Daubentonia_madagascariensis.N	211256	Daubentonia_madagascariensis	low_coverage	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	ORF	PVJZ01002789.1	142798	143796	999	JCPV	N	+	110	28.108	1.27	27	22	369	1	999	370	10	207	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211260.Daubentonia_madagascariensis.N	211260	Daubentonia_madagascariensis	low_coverage	broad_1.0_oct_2012	AGTM01.fasta_24.fa	ORF	gi|369088310|gb|AGTM011673017.1|	933	1931	999	JCPV	N	+	110	28.108	1.27	27	22	369	1	999	370	10	207	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211344.Equus_hemionus.N	211344	Equus_hemionus	low_coverage	Henan_21MAR2017	Equus_hemionus.cns.fa	ORF	scaffold43303	15582	16337	756	JCPV	N	+	110	30.142	4.9	28	89	365	1	756	282	5	162	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211422.Homo_sapiens.N	211422	Homo_sapiens	complete	goldenpath_hg19_2009	chr12.fa	ORF	chr12	51904781	51906052	1272	JCPV	N	-	110	40.541	1.18	33	32	179	1	438	148	1	86	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211430.Homo_sapiens.N	211430	Homo_sapiens	complete	goldenpath_hg38_chromosome	chr12.fa	ORF	chr12	51510997	51512268	1272	JCPV	N	-	110	40.541	1.18	33	32	179	1	438	148	1	86	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211121.Balaenoptera_acutorostrata.N	211121	Balaenoptera_acutorostrata	low_coverage	goldenpath_balAcu1	balAcu1.fa	ORF	KI538011	5255082	5255978	897	JCPV	N	+	109	30.195	2.69	27	60	360	1	897	308	8	199	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211103.Anoura_caudifer.N	211103	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	ORF	PVKU01004871.1	99370	100075	706	JCPV	N	-	109	49.58	2.74	42	127	245	1	354	119	1	59	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211292.Equus_africanus_asinus.N	211292	Equus_africanus_asinus	low_coverage	willy_denovo	Donkey.scafSequence.fa	ORF	scaffold43303	15582	16337	756	JCPV	N	+	109	30.142	6.07	28	89	365	1	756	282	5	162	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211297.Equus_asinus_somalicus.N	211297	Equus_asinus_somalicus	low_coverage	Henan_21MAR2017	Equus_asinus_somalicus.cns.fa	ORF	scaffold43303	15582	16337	756	JCPV	N	+	109	30.142	6.07	28	89	365	1	756	282	5	162	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211309.Equus_caballus_connemara.N	211309	Equus_caballus_connemara	complete	Henan_EquCab2_17Aug	Connemara_pony.10.cons.fa	ORF	chr10	16925712	16926371	660	JCPV	N	-	109	32	2.26	28	121	365	1	660	250	5	135	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211347.Equus_kiang.N	211347	Equus_kiang	low_coverage	Henan_21MAR2017	Equus_kiang.cns.fa	ORF	scaffold43303	15582	16337	756	JCPV	N	+	109	30.142	6.26	28	89	365	1	756	282	5	162	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211440.Inia_geoffrensis.N	211440	Inia_geoffrensis	low_coverage	IniGeo_v1_BIUU	GCA_004363515.1_IniGeo_v1_BIUU_genomic.fna	ORF	RJWO010003444.1	82389	82889	501	JCPV	N	+	109	38.953	5.73	29	180	347	1	501	172	4	96	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211821.Rhinopithecus_bieti.N	211821	Rhinopithecus_bieti	low_coverage	ASM169854v1	GCF_001698545.1_ASM169854v1_genomic.fna	ORF	NW_016823424.1	1941845	1943200	1356	JCPV	N	+	109	39.053	4.6	35	5	173	1	495	169	3	99	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211838.Rousettus_aegyptiacus.N	211838	Rousettus_aegyptiacus	low_coverage	2	9407_ref_Raegyp2.0_chrUn.fa	ORF	gi|1009284911|ref|NW_015494603.1|	730889	731221	333	JCPV	N	-	109	45.946	9.3	30	136	246	1	333	111	0	60	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211904.Tonatia_saurophila.N	211904	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	ORF	PVIA01009427.1	33900	34503	604	JCPV	N	-	109	55.462	2.37	40	212	330	248	604	119	0	53	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211278.Diceros_bicornis.N	211278	Diceros_bicornis	low_coverage	DicBicMic_v1_BIUU	GCA_004027315.1_DicBicMic_v1_BIUU_genomic.fna	ORF	PVJY010001991.1	69972	70343	372	JCPV	N	+	108	44.355	2.01	29	182	304	1	372	124	1	68	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211339.Equus_grevyi.N	211339	Equus_grevyi	low_coverage	Henan_16MAR2017	Equus_grevyi.cns.fa	ORF	chr10	16925712	16926467	756	JCPV	N	-	108	30.142	1.17	27	89	365	1	756	282	5	162	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
